file_name,ited,sized,td,rd,obj,time
h400C1_4_1.csv,5,5,14887.93306,0,0.05642213607729801,83.75895476
h400C1_4_1.csv,5,5,15691.81387,0,0.05946867532952035,85.37145209
h400C1_4_1.csv,5,5,14765.21196,0,0.05595704891067452,87.02592301
h400C1_4_1.csv,5,10,15294.73662,0,0.057963836038370325,117.2373803
h400C1_4_1.csv,5,10,15401.29062,0,0.05836765329516154,111.9730165
h400C1_4_1.csv,5,10,15997.05111,1,0.061872343085348405,113.3824699
h400C1_4_1.csv,5,20,14460.04556,0,0.054800532416569646,159.4260924
h400C1_4_1.csv,5,20,15901.54434,0,0.06026350971453576,163.1142271
h400C1_4_1.csv,5,20,15414.95268,0,0.058419429630083904,162.0655329
h400C1_4_1.csv,5,30,14960.82438,0,0.056698378854540446,205.0251498
h400C1_4_1.csv,5,30,15732.63062,0,0.05962336223021045,209.4615796
h400C1_4_1.csv,5,30,16058.26786,0,0.06085745890387696,211.8845811
h400C1_4_1.csv,10,5,14658.756,0,0.055553603204870176,161.363404
h400C1_4_1.csv,10,5,15356.27152,0,0.058197040371524615,163.3475711
h400C1_4_1.csv,10,5,15393.94201,0,0.05833980360832268,162.3916647
h400C1_4_1.csv,10,10,14868.75944,0,0.056349472088793054,216.572726
h400C1_4_1.csv,10,10,15216.17204,0,0.05766609279854307,210.6813073
h400C1_4_1.csv,10,10,13878.32961,0,0.05259595127310535,213.4618368
h400C1_4_1.csv,10,20,14851.66568,0,0.05628469033239304,306.1079128
h400C1_4_1.csv,10,20,14784.96186,0,0.05603189687921535,310.521982
h400C1_4_1.csv,10,20,15844.20416,0,0.060046202488232524,319.1494479
h400C1_4_1.csv,10,30,14178.15551,0,0.053732228395061886,405.1026578
h400C1_4_1.csv,10,30,15305.0759,0,0.05800301973571437,423.197566
h400C1_4_1.csv,10,30,14193.52445,0,0.05379047344630904,409.3814673
h400C1_4_1.csv,20,5,13914.27282,3,0.05647281686092014,304.5980825
h400C1_4_1.csv,20,5,13700.79044,2,0.05441688073283446,306.7670636
h400C1_4_1.csv,20,5,13764.87682,0,0.052165989052699646,315.8752754
h400C1_4_1.csv,20,10,14473.64046,0,0.05485205422921254,415.0265746
h400C1_4_1.csv,20,10,14529.68945,0,0.05506446811689126,405.4506485
h400C1_4_1.csv,20,10,15335.33579,0,0.05811769835660709,404.1290801
h400C1_4_1.csv,20,20,14340.44718,4,0.05933481087425734,610.4040143
h400C1_4_1.csv,20,20,13813.06739,0,0.052348621180828156,613.9633148
h400C1_4_1.csv,20,20,14292.13085,0,0.054164170970100324,581.5434296
h400C1_4_1.csv,20,30,14226.15492,0,0.0539141360669822,798.9324744
h400C1_4_1.csv,20,30,14459.93883,0,0.05480012793230986,784.4474165
h400C1_4_1.csv,20,30,13932.81801,2,0.05529621643883641,800.409709
h400C1_4_1.csv,30,5,14095.90109,3,0.05716114981648383,460.499536
