instance,ited,sized,td,tr,obj,time
h200C2_2_2.csv,10,5,4699.47761298295,0,0.051111558143628145,90.4185214042663
h200C2_2_2.csv,10,5,5092.08547923199,0,0.05538156460732452,90.9918568134307
h200C2_2_2.csv,10,10,4053.66749040961,0,0.044087721805210284,115.088357686996
h200C2_2_2.csv,10,10,4455.87803213705,0,0.0484621670483771,120.574700355529
h200C2_2_2.csv,10,10,4495.76349478187,0,0.04889596167640646,118.233628034591
h200C2_2_2.csv,10,20,4900.45772558789,0,0.05329741954293377,176.878649950027
h200C2_2_2.csv,10,20,4663.63178110807,0,0.05072169857391382,178.019168853759
h200C2_2_2.csv,10,20,4778.19263652692,0,0.051967663403397854,170.548213720321
h200C2_2_2.csv,10,30,4676.97670424225,1,0.05335440025949696,241.812045097351
h200C2_2_2.csv,10,30,4498.39834939756,0,0.048924618377423144,232.699159383773
h200C2_2_2.csv,10,30,4491.99079338258,0,0.0488549297441773,234.001608133316
h200C2_2_2.csv,20,5,4957.31977118546,0,0.053915851630299556,171.551604509353
h200C2_2_2.csv,20,5,4209.09730387188,0,0.04577817776697144,134.544971942901
h200C2_2_2.csv,20,5,4498.3996440951,0,0.0489246324585645,172.491244792938
h200C2_2_2.csv,20,10,4284.24732764021,0,0.04659551005912209,228.600631475448
h200C2_2_2.csv,20,10,4423.8558419716,0,0.04811389343813453,232.57193160057
h200C2_2_2.csv,20,10,4824.66541457453,0,0.05247310172929056,231.994089841842
h200C2_2_2.csv,20,20,4721.56625142491,0,0.05135179436156881,348.747371673584
h200C2_2_2.csv,20,20,4263.9743757828,0,0.04637502126378441,348.842713117599
h200C2_2_2.csv,20,20,4348.65890982762,0,0.04729605097009479,366.324323177337
h200C2_2_2.csv,20,30,4334.32710868472,0,0.04714017818002243,449.612388849258
h200C2_2_2.csv,20,30,4817.24928964076,0,0.05239244389197996,486.151468753814
h200C2_2_2.csv,20,30,4626.98890727278,0,0.05032317036911762,462.077091217041
h200C2_2_2.csv,30,5,3597.94894284168,0,0.03913132303935611,257.097629547119
h200C2_2_2.csv,30,5,3854.76235124335,0,0.04192442783451942,255.486571073532
h200C2_2_2.csv,30,5,4049.4186267864,0,0.0440415111286189,257.055602312088
h200C2_2_2.csv,30,10,4413.14602141619,0,0.04799741333947135,336.557061195373
h200C2_2_2.csv,30,10,4377.0863638295,0,0.04760522819951246,346.328918218612
h200C2_2_2.csv,30,10,4440.11355544418,0,0.0482907124669433,350.02818775177
h200C2_2_2.csv,30,20,5020.6547131009,0,0.05460468299259635,528.241669893264
h200C2_2_2.csv,30,20,3846.33023482262,0,0.04183272006523005,492.397056341171
h200C2_2_2.csv,30,20,4480.91611057952,0,0.04873448140063226,507.770515680313
h200C2_2_2.csv,30,30,4685.41894654847,0,0.05095865596894757,708.980678319931
h200C2_2_2.csv,30,30,4596.38167583989,0,0.04999028586198095,688.877996206283
h200C2_2_2.csv,30,30,4089.05436255344,0,0.044472589725019884,686.21400976181
h200R1_2_1.csv,5,5,6335.079307,8,0.08293636554833114,10.52220368
h200R1_2_1.csv,5,5,6046.818899,8,0.0800680912682313,10.75000954
h200R1_2_1.csv,5,5,5477.486162,8,0.07440306616927307,10.4595933
h200R1_2_1.csv,5,10,5499.472496,6,0.0696467121618969,15.30084777
h200R1_2_1.csv,5,10,5201.829305,9,0.0741477630493109,15.69744301
h200R1_2_1.csv,5,10,5308.289703,7,0.07023195036631497,14.45043707
h200R1_2_1.csv,5,20,5852.350691,7,0.07564551426679379,25.29904699
h200R1_2_1.csv,5,20,5322.708986,8,0.07286298858405268,24.57004023
h200R1_2_1.csv,5,20,6140.079183,8,0.08099605801818473,24.89790416
h200R1_2_1.csv,5,30,5732.954622,8,0.07694505109976937,35.80253506
h200R1_2_1.csv,5,30,6284.271243,7,0.07994324845423768,34.43731928
h200R1_2_1.csv,5,30,5604.499412,8,0.075666884675375,35.62283134
h200R1_2_1.csv,10,5,5405.887505,10,0.07866576323976979,18.48848414
h200R1_2_1.csv,10,5,5788.18424,5,0.07003191517644226,19.63282609
h200R1_2_1.csv,10,5,4962.667783,8,0.06928047467065704,19.73741627
h200R1_2_1.csv,10,10,4850.217507,5,0.0606988753930074,27.69115901
h200R1_2_1.csv,10,10,5429.382002,6,0.06894929151153935,29.59190822
h200R1_2_1.csv,10,10,5983.480047,4,0.06948760264874734,28.98088861
h200R1_2_1.csv,10,20,5749.107849,9,0.07959334256089504,50.0129354
h200R1_2_1.csv,10,20,5093.588925,3,0.05814536688508996,46.98465776
h200R1_2_1.csv,10,20,6315.107248,6,0.07776251341725766,48.12135029
h200R1_2_1.csv,10,30,6015.251077,7,0.07726642013667703,72.72425604
h200R1_2_1.csv,10,30,5681.117012,6,0.07145412753669224,67.34747124
h200R1_2_1.csv,10,30,5591.163141,7,0.07304662273970178,68.74030375
h200R1_2_1.csv,20,5,5552.49358,6,0.07017428725483235,37.58264279
h200R1_2_1.csv,20,5,5515.3947,6,0.06980514268842172,37.43142962
h200R1_2_1.csv,20,5,5812.762275,4,0.06778891153129238,37.58506823
h200R1_2_1.csv,20,10,5592.644579,9,0.07803648785360094,56.37248302
h200R1_2_1.csv,20,10,4944.391324,6,0.06412349424910163,56.53445935
h200R1_2_1.csv,20,10,4893.139323,5,0.06112595985369399,55.73153853
h200R1_2_1.csv,20,20,5471.867893,4,0.06439691401451536,91.73276377
h200R1_2_1.csv,20,20,4932.017182,4,0.05902524358568939,94.74931335
h200R1_2_1.csv,20,20,5147.762989,6,0.0661471010290538,94.27139854
h200R1_2_1.csv,20,30,5628.520774,5,0.06844321759505469,129.9542868
h200R1_2_1.csv,20,30,6193.012809,2,0.06659738974444279,127.9207487
h200R1_2_1.csv,20,30,5476.35902,5,0.0669291642138041,131.6925135
h200R1_2_1.csv,30,5,6007.866879,3,0.06724269647854733,53.04743218
h200R1_2_1.csv,30,5,5425.212667,4,0.06393268104649692,54.69903088
h200R1_2_1.csv,30,5,5579.63799,5,0.06795681978184243,54.21714163
h200R1_2_1.csv,30,10,5393.946993,6,0.06859670294193665,85.69408321
h200R1_2_1.csv,30,10,5449.282629,3,0.061684621928316856,81.6801827
h200R1_2_1.csv,30,10,5419.558322,2,0.05890129430323356,85.80552387
h200R1_2_1.csv,30,20,5892.880709,8,0.07853636183592536,142.2472072
h200R1_2_1.csv,30,20,5622.030387,9,0.07832888512685517,148.3232117
h200R1_2_1.csv,30,20,5241.921323,5,0.06459644144671865,143.6781113
h200R1_2_1.csv,30,30,5533.187569,3,0.06251950030459154,188.9124382
h200R1_2_1.csv,30,30,5778.261023,3,0.0649580519243597,189.8418825
h200R1_2_1.csv,30,30,5787.875395,7,0.07500396645763846,199.8989568
h200R1_2_2.csv,5,5,6389.535334,5,0.07601553217121908,9.38303256
h200R1_2_2.csv,5,5,4841.149437,3,0.05563352110045494,10.22191763
h200R1_2_2.csv,5,5,5715.602116,2,0.06184701552108938,10.81188226
h200R1_2_2.csv,5,10,5952.993361,0,0.0592340025653518,13.635818
h200R1_2_2.csv,5,10,5906.553476,0,0.05877191230245211,13.38690805
h200R1_2_2.csv,5,10,5655.152425,3,0.06373308583292701,14.40781569
h200R1_2_2.csv,5,20,5510.82552,2,0.05980942927208499,20.57316685
h200R1_2_2.csv,5,20,4998.441856,10,0.07461156140305664,23.37767935
h200R1_2_2.csv,5,20,5372.765668,2,0.058435693886939796,21.49172926
h200R1_2_2.csv,5,30,6316.300531,5,0.07528682473855257,35.81272531
h200R1_2_2.csv,5,30,6053.192227,8,0.08013150772180491,37.72275853
h200R1_2_2.csv,5,30,5376.878213,3,0.06096417708603227,27.48282433
h200R1_2_2.csv,10,5,5287.390412,11,0.07997424514347884,18.57588363
h200R1_2_2.csv,10,5,4921.852922,3,0.05643654407522268,16.42612886
h200R1_2_2.csv,10,5,5018.288568,8,0.06983391753907366,17.83507729
h200R1_2_2.csv,10,10,4531.542431,10,0.06996577733089608,26.34469819
h200R1_2_2.csv,10,10,5099.385267,12,0.08059110186288079,26.86237144
h200R1_2_2.csv,10,10,4744.10325,10,0.0720808188460481,25.58622575
h200R1_2_2.csv,10,20,4910.077599,9,0.07124474934617672,43.12850094
h200R1_2_2.csv,10,20,5987.33554,1,0.062063279350010256,39.64352655
h200R1_2_2.csv,10,20,4860.83559,1,0.05085427962806874,39.11577225
h200R1_2_2.csv,10,30,5829.95582,4,0.06795999226780211,54.07817721
h200R1_2_2.csv,10,30,5411.388692,2,0.05882000412616932,53.39254642
h200R1_2_2.csv,10,30,5850.565061,0,0.058214811409401074,51.25160813
h200R1_2_2.csv,20,5,5588.931608,5,0.06804929396400092,36.24425435
h200R1_2_2.csv,20,5,5328.237595,11,0.0803806864068709,34.58978486
h200R1_2_2.csv,20,5,5101.946429,10,0.07564146178607632,35.34429574
h200R1_2_2.csv,20,10,4366.915393,15,0.08076550172040373,49.81900954
h200R1_2_2.csv,20,10,5111.502916,14,0.08568680034689376,50.39755058
h200R1_2_2.csv,20,10,4822.15074,11,0.07534497609283738,51.81675649
h200R1_2_2.csv,20,20,5263.450171,5,0.06481065969967617,87.49318457
h200R1_2_2.csv,20,20,4945.16267,8,0.06910629374259791,79.19985366
h200R1_2_2.csv,20,20,5070.980047,1,0.05294527764371939,72.94703054
h200R1_2_2.csv,20,30,5705.924908,0,0.05677560012957937,97.03643298
h200R1_2_2.csv,20,30,5060.48874,13,0.08269163237889596,115.7813976
h200R1_2_2.csv,20,30,5186.826692,8,0.07151092052966637,115.3125284
h200R1_2_2.csv,30,5,4687.906416,11,0.07400920631283142,51.38997602
h200R1_2_2.csv,30,5,5991.357473,5,0.07205354750070732,53.80765438
h200R1_2_2.csv,30,5,6016.635418,7,0.07728019472928493,53.15847731
h200R1_2_2.csv,30,10,5116.351243,12,0.0807599182221416,76.24264884
h200R1_2_2.csv,30,10,6053.873734,2,0.06521291577887696,77.25390053
h200R1_2_2.csv,30,10,4878.57753,12,0.07839400113275158,74.05776668
h200R1_2_2.csv,30,20,5021.083806,12,0.07981197972037506,118.315259
h200R1_2_2.csv,30,20,5629.927917,2,0.06099453250698133,108.7879491
h200R1_2_2.csv,30,20,4708.189726,12,0.07669859329215804,118.5807176
h200R1_2_2.csv,30,30,5418.017369,0,0.05391083699790248,143.9875622
h200R1_2_2.csv,30,30,4760.108227,14,0.08219032174403831,169.5586436
h200R1_2_2.csv,30,30,5313.061427,9,0.07525455477581648,162.0595937
h200R2_2_1.csv,5,5,6088.384951,0,0.06058118797327235,39.08850503
h200R2_2_1.csv,5,5,5940.262908,0,0.059107330882732394,38.41273117
h200R2_2_1.csv,5,5,6050.107447,0,0.06020031575779412,38.31060314
h200R2_2_1.csv,5,10,5853.960148,0,0.058248593505209396,51.71302462
h200R2_2_1.csv,5,10,6345.441273,0,0.06313897258908287,51.95521855
h200R2_2_1.csv,5,10,6043.564475,2,0.06511033567555391,49.39801836
h200R2_2_1.csv,5,20,6957.623963,0,0.06923036709113092,78.93812585
h200R2_2_1.csv,5,20,6885.999104,0,0.06851767906605369,78.16814256
h200R2_2_1.csv,5,20,6247.961118,0,0.062169016904406786,78.43207788
h200R2_2_1.csv,5,30,5825.427885,0,0.05796468925112278,104.2304168
h200R2_2_1.csv,5,30,6182.884395,0,0.06152148472297006,105.6810918
h200R2_2_1.csv,5,30,6336.789433,0,0.06305288428330505,103.1970294
h200R2_2_1.csv,10,5,6282.268513,0,0.06251038538916841,70.55145526
h200R2_2_1.csv,10,5,5596.126252,0,0.05568307180361403,71.03263259
h200R2_2_1.csv,10,5,6807.499991,0,0.067736590229086,71.16211867
h200R2_2_1.csv,10,10,4937.066458,0,0.04912523658339158,85.54557633
h200R2_2_1.csv,10,10,5920.354727,0,0.05890923873430987,97.11418152
h200R2_2_1.csv,10,10,6316.190584,0,0.06284791978888736,97.76489854
h200R2_2_1.csv,10,20,5969.400473,0,0.05939725806646911,152.5392189
h200R2_2_1.csv,10,20,5396.909639,0,0.05370080899062134,154.5094731
h200R2_2_1.csv,10,20,5758.595247,0,0.0572996852085051,151.1630731
h200R2_2_1.csv,10,30,5765.694005,0,0.05737031990000964,201.5617764
h200R2_2_1.csv,10,30,5777.489403,0,0.057487687515429584,204.2876534
h200R2_2_1.csv,10,30,5704.255284,0,0.056758986888760556,202.8507917
h200R2_2_1.csv,20,5,5848.633133,1,0.060683150357110076,138.5291822
h200R2_2_1.csv,20,5,6288.054739,0,0.06256796000834623,136.0296605
h200R2_2_1.csv,20,5,5642.603473,0,0.056145533570492595,136.8164337
h200R2_2_1.csv,20,10,5906.88517,0,0.058775212753511843,190.8086917
h200R2_2_1.csv,20,10,6207.58737,0,0.06176728645594495,184.565407
h200R2_2_1.csv,20,10,5354.735197,0,0.05328116111700089,188.5614836
h200R2_2_1.csv,20,20,5659.291257,0,0.05631158183903963,303.7239983
h200R2_2_1.csv,20,20,4713.872523,0,0.04690439249426931,300.0534418
h200R2_2_1.csv,20,20,5611.845501,0,0.05583948286929595,299.397203
h200R2_2_1.csv,20,30,5792.628979,0,0.057638330667410476,414.4393644
h200R2_2_1.csv,20,30,5819.950298,0,0.05791018567909873,404.9259667
h200R2_2_1.csv,20,30,5614.75204,0,0.05586840377146094,410.5161526
h200R2_2_1.csv,30,5,5966.04481,0,0.059363868250842465,207.336128
h200R2_2_1.csv,30,5,6071.944643,0,0.060417602162371395,203.9972172
h200R2_2_1.csv,30,5,6025.905664,0,0.059959501029912876,205.5399854
h200R2_2_1.csv,30,10,4937.389722,0,0.049128453153517576,280.5987704
h200R2_2_1.csv,30,10,5494.715887,0,0.05467400939479015,288.5510411
h200R2_2_1.csv,30,10,5701.025514,0,0.05672684974482909,290.3338246
h200R2_2_1.csv,30,20,6648.616101,0,0.06615564965396126,453.1908913
h200R2_2_1.csv,30,20,6002.492981,0,0.059726538074844036,447.9442439
h200R2_2_1.csv,30,20,6124.116974,0,0.06093673191792268,444.2948298
h200R2_2_1.csv,30,30,4932.770267,0,0.049082488242635405,606.7375283
h200R2_2_1.csv,30,30,5308.47305,0,0.05282083939851397,619.352284
h200R2_2_1.csv,30,30,5083.309748,0,0.050580399539187366,571.4234979
h200R2_2_2.csv,5,5,5447.94641,0,0.05420863959633755,37.31325293
h200R2_2_2.csv,5,5,5657.1041,0,0.05628981899545952,38.20486784
h200R2_2_2.csv,5,5,6049.154711,0,0.060190835759540165,37.76641273
h200R2_2_2.csv,5,10,5714.271389,0,0.056858650025150344,48.95024633
h200R2_2_2.csv,5,10,5858.371251,0,0.05829248525354055,49.00836515
h200R2_2_2.csv,5,10,5606.295655,0,0.055784260299360795,48.76797342
h200R2_2_2.csv,5,20,6082.880156,0,0.06052641367379338,72.37044978
h200R2_2_2.csv,5,20,5678.801156,0,0.056505710966578526,72.08028293
h200R2_2_2.csv,5,20,5735.366097,0,0.05706854845977205,74.38147449
h200R2_2_2.csv,5,30,5962.076876,0,0.05932438616200377,95.91476107
h200R2_2_2.csv,5,30,5883.977369,0,0.05854727352010195,94.67956996
h200R2_2_2.csv,5,30,5761.109405,0,0.05732470180644007,96.54038429
h200R2_2_2.csv,10,5,5884.735821,0,0.05855482033646631,70.93908119
